title,gender,country,taxType,taxInvestigationCover,isVatInvoiceRequired,isStatementRequired,businessType,contactType,recurring_fees,non_recurring_fees,number_of_associations,met_face_to_face,visited_business_address,is_uk_resident,is_uk_national,known_to_partner,reputable_referral,plausible_wealth_level,identity_verified,evidence_recorded,client_honest_assessment,wealth_plausible,adverse_records,beneficial_owners_verified,other_identity_concerns,risk_score,risk_label
Mrs,Prefer not to say,United Kingdom,Partnership,no,yes,no,Limited Company,Primary,30535.4,1266.75,4,yes,yes,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,75.53,High
Dr,Male,Brazil,Partnership,no,no,yes,Limited Company,Primary,11510.46,20943.81,9,yes,yes,yes,yes,no,yes,no,no,yes,no,yes,yes,no,no,100.0,High
Ms,Other,United Kingdom,Trust,yes,yes,no,Limited Company,Primary,29610.9,10140.58,7,no,yes,yes,no,yes,yes,no,no,yes,no,no,yes,no,no,89.88,High
Prof,Other,United Kingdom,Company,yes,yes,no,LLP,Secondary,40214.88,3594.48,9,yes,yes,yes,yes,yes,no,no,yes,yes,no,yes,yes,yes,no,60.0,Medium
Mrs,Other,Nigeria,Partnership,no,no,no,Limited Company,Both,9472.31,16678.69,8,yes,no,no,yes,no,yes,no,no,yes,yes,no,yes,no,no,100.0,High
Ms,Male,United Kingdom,Trust,no,no,yes,Limited Company,Secondary,16762.33,2901.57,0,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,88.6,High
Mr,Other,United Kingdom,Individual,no,yes,no,Partnership,Primary,17140.74,24470.04,7,no,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,75.53,High
Prof,Female,China,Individual,yes,yes,no,Limited Company,Both,38178.71,2841.7,0,no,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,79.99,High
Prof,Prefer not to say,United Kingdom,Trust,yes,no,no,Charity,Secondary,23328.17,14127.92,3,no,yes,yes,yes,no,no,yes,no,yes,no,no,no,yes,yes,100.0,High
Dr,Prefer not to say,France,Trust,no,no,no,Limited Company,Secondary,31259.72,8814.25,5,yes,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,65.82,Medium
Prof,Other,France,Partnership,no,no,yes,Sole Trader,Secondary,24439.07,3634.61,10,yes,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,60.9,Medium
Mrs,Prefer not to say,Iran,Company,no,no,no,Sole Trader,Primary,20320.57,1058.83,3,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,75.46,High
Dr,Prefer not to say,France,Trust,yes,yes,no,Limited Company,Both,37237.28,21705.38,9,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,no,yes,100.0,High
Mrs,Male,United Kingdom,Partnership,yes,no,no,Charity,Secondary,16913.3,16995.84,1,no,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,no,yes,100.0,High
Prof,Male,North Korea,Individual,yes,no,no,Limited Company,Both,23742.42,19079.96,10,no,no,yes,no,yes,yes,no,no,no,yes,no,yes,no,yes,100.0,High
Prof,Other,Germany,Partnership,no,no,no,Partnership,Secondary,22798.68,13366.22,6,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,yes,no,100.0,High
Mrs,Prefer not to say,France,Trust,yes,no,no,Sole Trader,Both,5889.66,15772.79,8,yes,no,no,yes,no,no,yes,no,yes,yes,no,yes,no,no,100.0,High
Mrs,Other,United Kingdom,Partnership,yes,yes,no,Sole Trader,Both,24373.72,17488.21,2,no,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,yes,100.0,High
Mr,Prefer not to say,United Kingdom,Trust,no,no,no,Charity,Primary,8610.29,17873.29,0,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,yes,85.5,High
Prof,Prefer not to say,Pakistan,Individual,no,yes,yes,LLP,Primary,29231.4,23507.01,1,no,no,no,no,yes,no,yes,yes,yes,yes,no,yes,yes,yes,93.87,High
Mrs,Female,Brazil,Partnership,yes,no,no,Charity,Primary,6522.84,6637.97,8,no,no,yes,yes,no,no,yes,no,no,no,no,no,yes,yes,100.0,High
Mrs,Other,Nigeria,Trust,yes,no,no,Sole Trader,Primary,45534.13,15837.55,9,no,no,yes,yes,no,no,yes,no,no,no,no,yes,no,no,100.0,High
Prof,Male,Russia,Company,no,yes,yes,LLP,Primary,19831.15,12471.13,2,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,100.0,High
Ms,Male,Pakistan,Individual,no,no,no,Sole Trader,Both,1875.9,17522.64,8,no,no,yes,no,no,no,no,no,yes,no,yes,yes,yes,yes,100.0,High
Ms,Other,India,Individual,no,yes,yes,Sole Trader,Both,8614.25,21656.9,10,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,100.0,High
Dr,Female,United Kingdom,Trust,no,yes,yes,Charity,Both,34378.91,3543.27,0,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,yes,no,72.39,High
Prof,Male,China,Trust,yes,yes,yes,Charity,Primary,9626.04,5307.94,3,no,yes,yes,yes,no,yes,no,no,no,yes,yes,no,no,yes,100.0,High
Ms,Prefer not to say,France,Trust,no,yes,no,Charity,Secondary,36761.25,1424.42,3,no,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,yes,100.0,High
Prof,Female,United States,Trust,no,yes,yes,Sole Trader,Primary,42872.02,12576.5,7,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,no,yes,81.69,High
Dr,Other,United Kingdom,Company,yes,yes,no,Sole Trader,Secondary,38166.92,23497.63,9,no,no,yes,yes,yes,no,yes,no,no,yes,no,yes,no,yes,100.0,High
Mr,Female,United States,Trust,yes,yes,no,Limited Company,Primary,7208.93,19513.69,7,no,no,no,yes,yes,no,no,no,no,yes,no,no,yes,no,100.0,High
Dr,Male,United Kingdom,Company,yes,yes,no,Sole Trader,Primary,47288.65,11615.65,2,no,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,yes,79.84,High
Ms,Female,United Kingdom,Individual,yes,yes,yes,Partnership,Both,40464.32,10557.27,2,no,no,yes,no,no,yes,no,no,no,yes,yes,yes,no,yes,100.0,High
Ms,Other,France,Company,yes,yes,yes,Partnership,Secondary,22635.53,18888.9,2,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,100.0,High
Dr,Other,China,Partnership,no,no,yes,Partnership,Primary,32217.48,7994.75,0,yes,yes,no,no,yes,yes,no,yes,yes,yes,no,no,yes,no,49.61,Medium
Prof,Female,Germany,Company,yes,no,yes,Limited Company,Both,10204.79,18707.88,9,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,yes,100.0,High
Dr,Prefer not to say,Germany,Company,yes,no,no,Partnership,Both,32014.21,13116.31,6,no,no,yes,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,93.37,High
Mr,Prefer not to say,United Kingdom,Partnership,no,yes,yes,LLP,Secondary,16323.18,20596.23,5,no,no,yes,yes,no,yes,yes,no,yes,no,yes,no,no,yes,87.52,High
Dr,Other,United Kingdom,Company,yes,no,yes,Sole Trader,Primary,48725.13,23038.83,5,no,no,yes,yes,no,no,no,yes,no,no,yes,no,no,no,82.39,High
Prof,Male,United Kingdom,Partnership,yes,yes,yes,Partnership,Both,1462.44,13566.58,2,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,90.6,High
Prof,Male,United Kingdom,Partnership,no,no,no,Limited Company,Primary,45509.12,22300.32,1,no,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,yes,yes,88.25,High
Mrs,Other,United States,Partnership,yes,no,yes,Sole Trader,Both,47648.23,5543.5,10,yes,yes,no,yes,no,no,no,yes,no,yes,yes,no,no,no,74.47,High
Mrs,Prefer not to say,United Kingdom,Company,no,no,yes,Charity,Both,24109.91,24539.44,8,no,no,yes,no,yes,yes,no,yes,no,no,no,yes,no,no,70.07,High
Mrs,Prefer not to say,United Kingdom,Individual,no,yes,no,Charity,Primary,27677.47,16942.05,6,no,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,93.96,High
Dr,Prefer not to say,North Korea,Individual,no,no,yes,LLP,Primary,29301.65,13693.27,7,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,100.0,High
Mr,Male,United States,Partnership,yes,yes,no,Charity,Secondary,23419.25,18577.75,2,no,yes,no,no,yes,yes,yes,no,yes,yes,yes,yes,no,yes,96.02,High
Mrs,Male,Turkey,Individual,yes,yes,no,Sole Trader,Primary,29744.56,18484.88,4,no,yes,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,64.21,Medium
Dr,Male,Turkey,Trust,no,no,yes,Charity,Both,6143.57,16026.99,2,no,no,no,yes,yes,yes,no,yes,no,yes,no,no,no,yes,81.89,High
Dr,Male,United Kingdom,Individual,no,no,no,LLP,Secondary,9134.92,14953.2,10,yes,no,yes,no,no,no,no,no,yes,yes,yes,yes,yes,no,100.0,High
Mr,Female,United States,Company,yes,yes,yes,Partnership,Both,27052.18,21386.81,1,no,yes,no,yes,no,no,no,no,yes,yes,no,yes,yes,yes,100.0,High
Mrs,Prefer not to say,United Kingdom,Company,no,no,yes,LLP,Both,12166.42,6248.97,0,yes,no,yes,yes,no,no,no,no,yes,no,yes,yes,no,no,87.18,High
Prof,Prefer not to say,United Kingdom,Partnership,no,yes,yes,Charity,Secondary,44702.42,24519.56,1,no,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,yes,84.45,High
Ms,Female,United Kingdom,Company,no,yes,no,Charity,Primary,18540.33,23051.29,9,yes,yes,yes,no,yes,no,yes,yes,yes,no,yes,no,no,yes,51.7,Medium
Mrs,Male,United Kingdom,Individual,no,no,yes,Partnership,Both,40448.83,2407.44,5,no,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,98.2,High
Mrs,Other,United Kingdom,Individual,no,yes,no,Partnership,Secondary,31352.52,10166.07,7,no,yes,yes,no,yes,no,yes,no,no,no,yes,yes,no,yes,100.0,High
Ms,Prefer not to say,United Kingdom,Individual,yes,no,yes,LLP,Primary,6833.11,4865.53,0,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,70.14,High
Ms,Other,Germany,Trust,no,no,no,Partnership,Both,29960.07,12603.63,3,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,yes,yes,86.06,High
Dr,Male,Nigeria,Partnership,yes,no,yes,LLP,Secondary,47644.7,8598.04,0,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,no,yes,100.0,High
Mr,Other,United Kingdom,Partnership,yes,yes,yes,Partnership,Both,46788.25,4577.28,4,yes,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,no,100.0,High
Mr,Female,France,Partnership,yes,no,no,LLP,Secondary,35659.62,15707.25,0,yes,no,no,no,no,yes,yes,yes,no,yes,no,no,no,yes,85.31,High
Ms,Male,United Kingdom,Company,yes,no,yes,Sole Trader,Both,48087.09,13048.5,4,no,no,yes,no,yes,no,yes,no,yes,no,yes,yes,no,no,98.82,High
Dr,Other,United States,Individual,no,yes,yes,Sole Trader,Primary,10888.46,3034.5,7,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,100.0,High
Prof,Male,Russia,Company,yes,no,no,Limited Company,Secondary,39759.17,10227.67,10,no,no,yes,yes,no,no,no,yes,yes,no,no,no,yes,yes,100.0,High
Prof,Female,United Kingdom,Individual,yes,no,yes,LLP,Both,27032.8,8429.99,1,no,no,yes,yes,yes,no,yes,no,no,yes,yes,no,yes,no,86.77,High
Mrs,Male,Germany,Company,no,yes,no,LLP,Secondary,3307.75,17833.05,9,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,86.51,High
Ms,Female,United Kingdom,Company,yes,no,no,Sole Trader,Secondary,10540.5,10942.26,7,no,no,yes,no,yes,yes,no,no,no,no,no,yes,no,yes,100.0,High
Prof,Prefer not to say,China,Company,no,no,yes,Charity,Both,2351.16,3502.95,10,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,100.0,High
Dr,Other,United Kingdom,Trust,yes,no,no,Charity,Primary,5570.65,24329.57,8,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,no,60.15,Medium
Dr,Female,United Kingdom,Partnership,no,yes,yes,Limited Company,Primary,26034.8,16599.87,8,no,no,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,84.05,High
Mr,Prefer not to say,United Kingdom,Company,no,yes,no,LLP,Secondary,14414.93,21800.81,4,yes,yes,yes,no,no,no,yes,no,yes,no,yes,no,no,no,78.18,High
Ms,Male,United Kingdom,Individual,no,no,no,Sole Trader,Secondary,4133.68,19501.8,2,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,100.0,High
Ms,Prefer not to say,Iran,Individual,no,no,no,Limited Company,Primary,42858.56,14537.94,6,yes,yes,yes,no,yes,yes,no,no,no,yes,no,no,yes,no,100.0,High
Dr,Male,United Kingdom,Trust,no,no,yes,Sole Trader,Both,31762.19,17537.84,10,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,yes,61.75,Medium
Prof,Male,United States,Trust,yes,yes,no,LLP,Secondary,42769.65,20126.27,8,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,no,68.45,Medium
Mr,Prefer not to say,United Kingdom,Partnership,yes,no,no,LLP,Primary,40677.49,18995.59,3,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,yes,no,yes,100.0,High
Mr,Prefer not to say,United Kingdom,Individual,no,yes,yes,Partnership,Secondary,44224.07,9151.39,5,yes,no,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,100.0,High
Mr,Prefer not to say,United Kingdom,Company,no,yes,yes,LLP,Secondary,4549.23,6304.0,3,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,44.8,Medium
Mr,Prefer not to say,North Korea,Individual,yes,no,no,Partnership,Primary,12822.97,22086.2,1,yes,yes,no,no,no,no,yes,yes,yes,no,yes,no,yes,yes,97.47,High
Prof,Prefer not to say,United States,Partnership,no,no,no,Charity,Secondary,23549.94,21770.99,10,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,no,yes,yes,67.04,Medium
Ms,Other,India,Trust,no,yes,yes,LLP,Both,33723.31,14083.45,5,no,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,100.0,High
Prof,Prefer not to say,France,Company,no,yes,yes,Sole Trader,Primary,26838.78,2677.28,0,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,37.92,Low
Dr,Other,United Kingdom,Trust,no,yes,no,Sole Trader,Both,33486.32,22286.33,10,yes,yes,yes,no,yes,no,no,yes,no,no,no,yes,no,no,71.16,High
Ms,Male,Germany,Partnership,no,yes,yes,Partnership,Secondary,13711.9,22649.8,4,yes,no,yes,yes,no,yes,no,no,yes,no,yes,yes,no,yes,100.0,High
Mr,Female,United Kingdom,Individual,yes,yes,no,Charity,Secondary,42518.91,22306.34,6,yes,no,yes,yes,no,yes,no,no,no,no,yes,yes,no,no,100.0,High
Prof,Prefer not to say,United States,Company,no,yes,yes,Partnership,Primary,27700.7,15317.26,10,yes,no,yes,no,no,no,no,no,yes,yes,yes,yes,yes,no,100.0,High
Mrs,Other,Russia,Company,yes,no,yes,Sole Trader,Primary,48498.24,4354.0,4,yes,yes,yes,yes,no,no,yes,yes,no,no,no,yes,no,no,95.95,High
Dr,Other,United Kingdom,Partnership,yes,yes,yes,Limited Company,Both,24102.55,3474.68,9,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,93.36,High
Mrs,Male,Brazil,Individual,no,yes,no,Charity,Both,22242.35,9899.31,8,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,yes,no,55.77,Medium
Dr,Female,United Kingdom,Trust,yes,yes,yes,Charity,Secondary,21573.73,18617.1,2,no,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,76.04,High
Prof,Female,Nigeria,Individual,no,yes,yes,Partnership,Primary,9551.05,16513.96,6,no,yes,no,no,no,no,yes,no,no,yes,yes,no,yes,yes,100.0,High
Mr,Other,United Kingdom,Individual,yes,yes,no,Limited Company,Both,10320.76,9799.85,10,no,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,no,yes,100.0,High
Dr,Other,United Kingdom,Company,yes,no,yes,Charity,Both,46643.6,20176.95,0,no,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,90.95,High
Ms,Prefer not to say,United Kingdom,Partnership,no,no,yes,Sole Trader,Primary,2503.99,23107.83,2,no,no,yes,no,no,yes,yes,no,yes,yes,no,no,yes,yes,85.53,High
Mrs,Other,United States,Company,yes,no,yes,Partnership,Primary,33310.45,19476.9,9,no,yes,no,no,no,yes,yes,no,no,no,yes,yes,no,no,100.0,High
Mrs,Prefer not to say,United Kingdom,Company,yes,yes,no,Charity,Secondary,6496.65,4632.36,7,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,yes,no,no,81.05,High
Ms,Prefer not to say,United Kingdom,Partnership,yes,yes,no,LLP,Primary,44407.4,22090.88,8,no,yes,yes,no,no,yes,no,yes,no,yes,no,yes,no,no,90.24,High
Dr,Male,Mexico,Individual,no,yes,yes,Charity,Secondary,38586.81,18993.28,9,yes,no,yes,no,yes,no,yes,no,no,no,yes,yes,yes,no,100.0,High
Ms,Male,United Kingdom,Company,no,no,yes,Partnership,Primary,32654.92,927.01,9,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,53.77,Medium
Ms,Prefer not to say,United Kingdom,Individual,no,yes,yes,Sole Trader,Secondary,45594.68,4318.38,1,no,yes,yes,no,no,yes,yes,no,yes,yes,yes,no,yes,yes,86.03,High
Mrs,Prefer not to say,United Kingdom,Individual,yes,no,yes,Charity,Primary,37375.79,23268.42,0,yes,no,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,94.09,High
Ms,Female,China,Partnership,no,yes,no,LLP,Secondary,15646.72,6542.18,9,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,no,no,100.0,High
Mrs,Prefer not to say,United Kingdom,Partnership,no,no,no,Limited Company,Both,31651.78,5132.16,5,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,90.34,High
Ms,Other,United Kingdom,Company,no,yes,no,Limited Company,Both,43261.96,4808.74,9,no,no,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,85.25,High
Ms,Male,United Kingdom,Trust,no,yes,yes,Charity,Both,13126.03,19481.88,4,no,yes,yes,no,no,yes,yes,yes,no,no,no,yes,no,yes,92.98,High
Ms,Female,Germany,Partnership,yes,no,yes,Charity,Secondary,6676.49,8255.18,8,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,no,yes,82.26,High
Dr,Female,United Kingdom,Individual,yes,yes,no,Partnership,Both,10015.46,15602.92,7,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,52.05,Medium
Dr,Prefer not to say,Nigeria,Company,no,yes,no,Partnership,Primary,21525.34,12229.66,0,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,91.28,High
Mr,Female,United States,Trust,no,yes,no,Limited Company,Secondary,32911.67,20610.28,7,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,yes,no,100.0,High
Mrs,Male,United Kingdom,Individual,no,no,no,Sole Trader,Secondary,2414.84,23240.96,2,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,no,82.09,High
Ms,Other,United States,Individual,yes,no,no,Limited Company,Primary,16259.11,16101.27,2,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,100.0,High
Dr,Male,United Kingdom,Individual,no,no,yes,Limited Company,Primary,32725.96,7548.75,10,no,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,no,60.22,Medium
Dr,Male,United States,Company,no,yes,no,Limited Company,Secondary,41188.13,6618.46,1,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,100.0,High
Mr,Prefer not to say,United States,Company,no,no,yes,Partnership,Primary,35108.09,4989.9,3,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,90.3,High
Ms,Prefer not to say,Iran,Individual,no,yes,no,LLP,Primary,5520.32,16006.27,3,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,93.44,High
Prof,Other,United Kingdom,Trust,yes,no,yes,Partnership,Both,3154.49,14528.02,3,yes,no,yes,no,yes,yes,no,no,no,no,no,yes,no,no,100.0,High
Prof,Other,North Korea,Trust,yes,no,yes,Sole Trader,Secondary,6865.94,16268.32,5,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,100.0,High
Dr,Female,United Kingdom,Trust,yes,yes,yes,LLP,Both,16514.03,23713.94,5,yes,yes,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,100.0,High
Prof,Other,Iran,Individual,no,yes,no,Sole Trader,Both,35699.85,10668.63,6,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,93.13,High
Mrs,Female,United Kingdom,Partnership,yes,yes,no,Limited Company,Secondary,23347.33,15697.79,3,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,100.0,High
Prof,Male,Russia,Individual,no,yes,yes,Sole Trader,Both,49858.21,12073.13,0,no,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,yes,100.0,High
Dr,Other,United Kingdom,Trust,no,yes,yes,Charity,Primary,34566.08,8781.2,3,no,no,yes,no,no,no,no,yes,no,yes,no,yes,yes,no,91.0,High
Prof,Male,United Kingdom,Company,no,no,no,Sole Trader,Primary,46997.29,13411.83,3,yes,no,yes,no,yes,no,yes,no,no,yes,yes,no,no,yes,100.0,High
Mrs,Other,North Korea,Individual,yes,yes,yes,Sole Trader,Secondary,7319.38,5187.12,4,yes,yes,no,no,no,yes,yes,no,no,no,yes,yes,yes,no,100.0,High
Mr,Female,United Kingdom,Company,no,yes,yes,Sole Trader,Both,47682.79,18016.91,6,yes,no,yes,no,yes,no,no,yes,no,yes,yes,yes,no,yes,100.0,High
Mrs,Female,United Kingdom,Partnership,no,yes,yes,LLP,Secondary,27240.25,11464.0,0,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,no,yes,96.08,High
Prof,Female,Germany,Individual,yes,yes,no,Sole Trader,Secondary,36464.07,6872.21,4,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,98.76,High
Ms,Other,United Kingdom,Company,yes,no,yes,Sole Trader,Primary,31077.33,4590.48,10,no,no,yes,no,no,no,yes,no,no,yes,no,no,yes,yes,100.0,High
Prof,Other,United Kingdom,Trust,no,yes,yes,Limited Company,Primary,8426.63,19228.93,4,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,72.65,High
Mrs,Male,United Kingdom,Partnership,no,yes,yes,LLP,Primary,2849.16,16033.53,10,no,no,yes,yes,no,no,yes,yes,yes,no,yes,yes,no,yes,87.12,High
Dr,Prefer not to say,France,Trust,yes,no,yes,Sole Trader,Both,23355.61,6626.05,6,yes,no,no,no,yes,yes,no,no,yes,yes,yes,no,yes,yes,72.06,High
Dr,Female,United Kingdom,Partnership,no,no,no,Charity,Both,30869.77,18438.21,0,no,yes,yes,no,no,yes,no,yes,yes,yes,no,yes,no,no,60.78,Medium
Prof,Male,United Kingdom,Individual,no,no,no,Sole Trader,Primary,4059.69,14489.91,3,no,yes,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,63.3,Medium
Mr,Other,Pakistan,Company,yes,no,no,LLP,Primary,21444.24,1318.66,7,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,65.1,Medium
Prof,Male,Turkey,Partnership,yes,no,yes,Limited Company,Both,19134.37,15486.54,5,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,63.63,Medium
Ms,Prefer not to say,United States,Company,yes,no,yes,Sole Trader,Primary,25340.95,19703.29,1,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,62.05,Medium
Mr,Male,United Kingdom,Individual,yes,no,no,LLP,Primary,19279.55,6376.9,4,yes,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,yes,99.1,High
Prof,Male,United Kingdom,Individual,yes,yes,yes,LLP,Both,26972.98,15440.36,6,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,80.96,High
Prof,Other,United States,Partnership,no,no,yes,Limited Company,Both,13831.4,20193.09,5,no,yes,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,100.0,High
Mrs,Male,United Kingdom,Company,yes,yes,yes,Partnership,Both,47384.7,14629.9,2,no,yes,yes,yes,no,yes,no,no,yes,no,yes,no,yes,yes,100.0,High
Mr,Prefer not to say,Germany,Trust,no,yes,no,Sole Trader,Primary,23625.25,2105.23,2,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,yes,90.75,High
Mrs,Other,Germany,Individual,no,yes,no,Partnership,Primary,14887.7,2853.56,0,yes,yes,no,no,no,yes,yes,yes,no,no,yes,yes,yes,yes,94.91,High
Prof,Female,Iran,Trust,no,yes,no,Limited Company,Primary,38636.89,18802.81,5,yes,no,no,yes,yes,no,no,yes,no,no,no,no,yes,yes,100.0,High
Mr,Male,United Kingdom,Trust,yes,no,yes,Limited Company,Both,48190.77,19638.43,1,no,yes,yes,no,yes,yes,no,yes,no,yes,no,yes,no,yes,100.0,High
Prof,Other,Iran,Trust,yes,no,no,Limited Company,Primary,41936.81,8248.89,9,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,100.0,High
Ms,Other,United Kingdom,Individual,no,no,yes,Sole Trader,Secondary,28027.54,15087.25,9,no,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,69.6,Medium
Dr,Other,United Kingdom,Individual,no,no,no,LLP,Secondary,19078.56,17405.68,7,no,yes,yes,yes,no,no,yes,no,yes,yes,yes,no,yes,no,87.73,High
Prof,Prefer not to say,United Kingdom,Individual,no,yes,no,Sole Trader,Primary,42683.06,20579.98,4,yes,no,yes,no,no,no,yes,yes,yes,yes,no,no,no,no,69.11,Medium
Prof,Other,United Kingdom,Company,no,yes,no,Limited Company,Secondary,49732.56,20256.84,7,no,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,yes,100.0,High
Prof,Male,United Kingdom,Partnership,yes,no,no,LLP,Primary,27893.78,21772.94,10,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,54.32,Medium
Mrs,Female,United Kingdom,Individual,yes,yes,yes,Limited Company,Both,6222.18,19460.44,3,no,no,yes,no,no,yes,yes,no,yes,no,no,yes,yes,yes,100.0,High
Mrs,Male,India,Partnership,yes,no,yes,Charity,Secondary,28783.47,9382.9,6,yes,yes,no,no,yes,no,no,yes,yes,no,no,no,no,yes,62.51,Medium
Mrs,Prefer not to say,France,Partnership,no,yes,no,Limited Company,Primary,3691.6,19066.27,1,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,100.0,High
Ms,Female,United Kingdom,Trust,yes,yes,no,Charity,Both,15107.14,8848.05,5,no,no,yes,no,yes,no,no,no,no,yes,yes,no,yes,no,94.68,High
Ms,Male,United Kingdom,Company,no,yes,yes,LLP,Primary,13509.27,24836.1,2,no,yes,yes,no,no,yes,yes,no,yes,yes,yes,no,no,no,74.29,High
Prof,Female,United States,Individual,no,yes,yes,Partnership,Both,19282.74,9712.56,6,no,yes,no,no,no,yes,yes,no,yes,yes,no,yes,yes,yes,100.0,High
Mrs,Other,Germany,Company,yes,yes,no,Sole Trader,Primary,20353.95,3522.61,9,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,61.21,Medium
